episode;date;rating;title;summary
S18E03;2006-09-24;6.8;Please Homer, Don't Hammer 'Em;Marge begins her own carpentry business, but Homer becomes the face of the business because nobody will take a female carpenter seriously. And Bart uses Principal Skinner's peanut allergy to his advantage.
S18E04;2006-11-05;6.8;Treehouse of Horror XVII;A meteorite turns Homer into a rampaging blob with a voracious appetite; Bart brings a Golem to life; an alien invasion hoax turns real.
S18E05;2006-11-12;6.8;G.I. (Annoyed Grunt);Homer is duped into signing up for the Army, and his hijinks after basic training ultimately results in a military occupation of Springfield.
S18E06;2006-11-19;6.7;Moe'N'a Lisa;Lisa helps Moe become a distinguished poet, but she turns on him when he takes all the credit for his newfound greatness.
S18E07;2006-11-26;6.9;Ice Cream of Margie (with the Light Blue Hair);Homer becomes an ice cream man after being fired from the plant, and Marge uses his leftover Popsicle sticks to create folk art figures.
S18E08;2006-12-10;7.2;The Haw-Hawed Couple;Bart and Nelson become best friends, but Bart surprisingly discovers that the fringe benefits aren't worth Nelson's neediness.
S18E09;2006-12-17;6.3;Kill Gil, Vol. 1 & 2;The Simpsons let Gil stay with them during Christmas. However, he stays for 11 months because Marge can't tell him "no."
S18E10;2007-01-07;6.6;The Wife Aquatic;Homer returns Marge to Barnacle Bay, where she spent her beloved summer vacations. But when they get there, they discover that it is no longer a tourist spot.
S18E11;2007-01-28;7.0;Revenge Is a Dish Best Served Three Times;While Homer tries to get revenge on a driver who cut him off, his family warns him of the folly of revenge by telling stories based on "The Count of Monte Cristo," "Revenge of the Nerds," and "Batman."
S18E12;2007-02-11;6.8;Little Big Girl;Lisa embellishes her family heritage as Native American for a school project; Bart gets a driver's license and develops a relationship with an older girl.
S18E13;2007-02-18;7.3;Springfield Up;A parody of the "Up Series" of British documentaries, in which a filmmaker follows Homer and his friends from grade school into their 40s.
S18E14;2007-03-04;6.8;Yokel Chords;In this parody of
S18E15;2007-03-11;6.3;Rome-old and Juli-eh;Selma and Grampa fall in love and end up getting married, a marriage both Homer and Patty are against.
S18E16;2007-03-25;7.1;Homerazzi;Homer becomes a successful Paparazzi, but Springfield's celebrities decide to get their revenge on him.
S18E17;2007-04-22;7.3;Marge Gamer;Marge decides to find out what their Internet has to offer and soon gets hooked on an online role-playing game; Homer referees Lisa's soccer game.
S18E18;2007-04-29;6.0;The Boys of Bummer;Bart becomes the most hated person in Springfield after he is the goat in a championship baseball game, and Homer's new job as a mattress salesman ruins his and Marge's sex life.
S18E19;2007-05-06;6.9;Crook and Ladder;Homer, Moe, Apu and Principal Skinner become volunteer firefighters. But just because they're not getting paid doesn't mean that they can't find a way to receive compensation.
S18E20;2007-05-13;6.8;Stop, or My Dog Will Shoot!;Homer unwittingly drags the family into a cornfield maze after attempting to leave a boring Harvest fest that Marge brought them to. When everyone except Homer escapes, Santa's Little Helper rescues him and becomes the town hero. So the Simpsons enroll him in Police Dog Academy where he's teamed with Lou.
S18E21;2007-05-20;8.1;24 Minutes;Bart and Lisa join forces to stop the school bullies from setting off a stink bomb at the school bake sale.
S18E22;2007-05-20;7.2;You Kent Always Say What You Want;After Kent Brockman is fired as a news anchor, he and Lisa use the Internet to expose the Fox News Conspiracy.
S19E01;2007-09-23;6.7;He Loves to Fly and He D'ohs;Homer falls in love with private planes after taking a flight to Chicago with Mr. Burns. So Marge hires Homer a "life manager" to help him think positively and find a job that will allow him to fly for a living.
S19E02;2007-09-30;6.5;Homer of Seville;Homer becomes an opera star after an injury improves his singing voice. His newfound popularity forces him to hire a personal assistant, who turns out to be an obsessed stalker.
S19E03;2007-10-07;7.2;Midnight Towboy;Homer becomes the most hated man in town after he becomes a tow truck driver, and Marge teaches Maggie to not be an over-dependent baby.
S19E04;2007-10-14;6.7;I Don't Wanna Know Why the Caged Bird Sings;Marge promises to visit a convicted bank robber in prison, but is afraid to follow through. But when the convict escapes from prison, Marge is the first person he pays a visit to.
S19E05;2007-11-04;6.9;Treehouse of Horror XVIII;The eighteenth Simpsons Halloween Special features parodies of the movies "E.T." and "Mr. and Mrs. Smith."
S19E06;2007-11-11;6.6;Little Orphan Millie;Milhouse's parents are lost at sea, which causes him to become a troubled loner. But his new persona makes him the new most popular kid at school, which sparks jealousy in Bart.
S19E07;2007-11-18;6.9;Husbands and Knives;When Marge becomes a successful businesswoman, Homer becomes worried that she will dump him for a trophy husband. Therefore, he decides to have plastic surgery to make himself look like a hunk.
S19E08;2007-11-25;7.1;Funeral for a Fiend;Bart is responsible for Sideshow Bob's death after his latest attempt at revenge is foiled, but is his death actually part of the plan?
S19E09;2007-12-16;8.2;Eternal Moonshine of the Simpson Mind;Homer goes to Dr. Frink to help him recover his memories from the night before, and he discovers, based on his interpretation of the memories, that Marge is having an affair.
S19E10;2008-01-06;6.8;E Pluribus Wiggum;Springfield becomes the site of the first presidential primary. The townspeople soon get sick of all of the presidential candidates sucking up to them, and decide to support their own write-in candidate: Ralph Wiggum.
S19E11;2008-01-27;6.3;That '90s Show;Homer and Marge tell the kids about their life in the early 1990s before they were born, when Marge was enrolled in Springfield College and Homer was the lead singer of a grunge rock band.
S19E12;2008-02-17;6.5;Love, Springfieldian Style;A series of romantic Valentine's Day parodies based on "Bonnie and Clyde," "Lady and the Tramp," and "Sid and Nancy."
S19E13;2008-03-02;7.6;The DeBarted;The new prankster in Bart's fourth grade class actually turns out to be a mole brought in by Principal Skinner to infiltrate Bart's inner circle. Homer falls in love with his loaner car after Marge wrecks their old one.
S19E14;2008-03-09;7.4;Dial 'N' for Nerder;One of Bart's pranks results in Martin's death, but Lisa doesn't want him to confess because she would be considered an accomplice. Marge hires a television crew to find out if Homer is cheating on his diet.
S19E15;2008-03-30;6.6;Smoke on the Daughter;Marge has Lisa take up ballet, mainly to have Lisa live out her own childhood dreams. Lisa then succumbs to peer pressure from her ballet mates and takes up smoking. Meanwhile, Homer and Bart try to start their own beef jerky business.
S19E16;2008-04-13;6.1;Papa Don't Leech;When the Simpsons discover that Lurleen Lumpkin is on the skids, Marge reluctantly agrees to take her in and help her find her deadbeat dad who abandoned her 30 years ago.
S19E17;2008-04-27;6.8;Apocalypse Cow;Bart tries to save the cow he raised for his 4-H club from the slaughterhouse, and in the process winds up getting accidentally engaged to one of Cletus's daughters.
S19E18;2008-05-04;7.0;Any Given Sundance;Lisa's documentary about her family is accepted into the Sundance Film Festival. However, her family gets upset with her when they discover that the film is far from flattering.
S19E19;2008-05-11;7.0;Mona Leaves-a;Homer's mom dies, and as part of her will, she asks him to spread her ashes. However, her request turns out to be part of her final act of rebellion against the system.
S19E20;2008-05-18;6.4;All About Lisa;In a parody of "All About Eve," Lisa stabs Krusty in the back, takes his job, and wins a prestigious award. Meanwhile, Homer and Bart take up coin collecting.
S20E01;2008-09-28;7.2;Sex, Pies and Idiot Scrapes;Homer and Ned go into business together as bounty hunters, and Marge takes a job at an erotic bakery.
S20E02;2008-10-05;6.8;Lost Verizon;Bart gets in trouble with Marge after she finds out that he has Denis Leary's cell phone and is using it to make prank phone calls.
S20E03;2008-10-19;6.8;Double, Double, Boy in Trouble;Bart trades lives with his multi-millionaire lookalike, but discovers that his lookalike's life isn't all he thought it would be.
S20E04;2008-11-02;7.1;Treehouse of Horror XIX;The Simpsons' 19th Halloween Special, with parodies of "Transformers," "Mad Men," and "It's the Great Pumpkin, Charlie Brown."
S20E05;2008-11-09;6.6;Dangerous Curves;The Simpsons take a Fourth of July vacation to a cabin hotel, which cause Homer and Marge to reminisce about two episodes from their past where they stayed in the cabin.
S20E06;2008-11-16;7.0;Homer and Lisa Exchange Cross Words;Homer gets a job breaking up couples, and Lisa becomes an expert crossword puzzle solver, but Homer bets against her in a competition.
S20E07;2008-11-30;7.1;MyPods and Boomsticks;Homer suspects that the family of Bart's new Muslim friend from Jordan is part of a terrorist plot, and Lisa becomes obsessed with her new MyPod.
S20E08;2008-12-07;6.5;The Burns and the Bees;Mr. Burns wins a professional basketball team in a poker game, and the new arena he plans to have Springfield build for the team threatens to interfere with Lisa's new bee sanctuary.
S20E09;2009-01-25;6.0;Lisa the Drama Queen;Lisa and her new best friend create their own fantasy world, but Marge doesn't want Lisa to see her friend anymore after she finds out that they're too far gone in it.
S20E10;2009-02-15;6.9;Take My Life, Please;Homer finds out that he actually won the senior class president election, and he gets an opportunity to find out how his life would have been different if it had happened.
S20E11;2009-03-01;7.0;How the Test Was Won;Bart and his fellow underachievers are taken on a "field trip" to Capital City so that they can miss the standardized test, and Homer makes sure that nothing bad happens until their insurance goes back into effect.
S20E12;2009-03-08;6.8;No Loan Again, Naturally;The Simpsons lose their house, but Flanders buys it and offers to rent it back to them. But when they turn out to be less-than-reliable renters, Flanders kicks them out.
S20E13;2009-03-15;7.2;Gone Maggie Gone;In order to rescue Maggie from a Catholic orphanage, Lisa must solve a series of puzzles to reveal the identity of a gem that will bring peace to Springfield.
S20E14;2009-03-22;6.4;In the Name of the Grandfather;The Simpsons take Grandpa to Ireland so he can go back to visit a pub he went to during the war, but Grandpa and Homer get suckered into buying the bar.
S20E15;2009-03-29;6.6;Wedding for Disaster;Homer is kidnapped moments before he and Marge are supposed to re-renew their vows. However, Marge comes to the conclusion that Homer left her at the altar.
S20E16;2009-04-05;7.2;Eeny Teeny Maya Moe;Moe begins dating a little person he met on the Internet, while Maggie is being bullied at the playground next to Moe's where Homer is leaving her.
S20E17;2009-04-19;7.2;The Good, the Sad and the Drugly;Bart gets Milhouse to take the rap for a prank at school, and then blows him off when he falls for a cute 5th grade do-gooder, prompting Milhouse's wrath. Meanwhile, Lisa begins taking "happy pills" to improve her negative outlook.
S20E18;2009-04-26;6.9;Father Knows Worst;Homer becomes a "helicopter parent" at Springfield Elementary by helping Bart finish a class project and helping Lisa become popular, and Marge finds a secret sauna in their house.
S20E19;2009-05-03;7.1;Waverly Hills, 9021-D'Oh;The Simpsons set up a fake residence in Waverly Hills so that Bart and Lisa can attend school there.
S20E20;2009-05-10;6.4;Four Great Women and a Manicure;A series of parodies based on four strong women: Queen Elizabeth, Snow White, Lady MacBeth, and Ayn Rand.
S20E21;2009-05-17;7.3;Coming to Homerica;Townspeople build a wall around Springfield to keep "immigrants" from Ogdenville from relocating to their town.
S21E01;2009-09-27;7.1;Homer the Whopper;A Hollywood studio makes a movie based on Comic Book Guy's comic book character "Everyman," and Homer is cast in the lead. However, Homer's weight fluctuations cause problems for the production.
S21E02;2009-10-04;6.6;Bart Gets a 'Z';When Bart's prank gets Ms. Krabappel fired from Springfield Elementary School, he tries to make it up to her without letting her know that he was responsible.
S21E03;2009-10-11;6.3;The Great Wife Hope;Marge takes on the owner of an ultimate fighting league in the ring in order to get the sport banned in Springfield.
S21E04;2009-10-18;7.3;Treehouse of Horror XX;Lisa becomes livid with Miss Hoover, and in a series of homages to classic Hitchcock sets out for deadly revenge. Next, Krusty's latest fast-food sandwich transforms news anchor Kent Brockman into an enraged zombie and twenty-eight days later, cannibal zombies have overrun Springfield. In the final frightening fable, Homer accidentally falls through a trapdoor in Moe's tavern and impales himself on the pipes of Moe's microbrewery. Moe serves the barflies a glass of delicious beer flavored with Homer's blood and Homer, now half-man, half-brewing apparatus, returns for ...
S21E05;2009-11-15;6.7;The Devil Wears Nada;Marge rediscovers her sexuality after appearing in a racy calendar, but Homer is too tired to respond to her advances because he is being worked to death by his new boss, Carl.
S21E06;2009-11-22;6.6;Pranks and Greens;Bart meets the boy responsible for the greatest prank in Springfield Elementary School history, and discovers that he's now a 19-year-old loser. Meanwhile, Marge is scolded for providing unhealthy snacks for Maggie's play group.
S21E07;2009-11-29;6.7;Rednecks and Broomsticks;Homer becomes an expert on moonshine when he starts hanging out with Cletus after he saves the Simpsons' lives, while Lisa becomes friends with three teenage Wiccans.
S21E08;2009-12-13;7.1;Oh Brother, Where Bart Thou?;Bart becomes jealous of Maggie and Lisa's special bond as sisters, so he goes to an orphanage and "adopts" a little brother.
S21E09;2010-01-03;6.7;Thursdays with Abie;Homer becomes jealous when a syndicated newspaper columnist begins publishing Grandpa's stories, while Bart is assigned to take care of the class's stuffed sheep for the weekend.
S21E10;2010-01-10;6.5;Once Upon a Time in Springfield;The antagonism between Krusty and the new female co-star forced upon him soon turns to romance, while a headhunter encourages Homer, Lenny and Carl to take a job at another nuclear power plant.
S21E11;2010-01-31;7.1;Million Dollar Maybe;Homer can't tell Marge he won the lottery because he was supposed to be giving a wedding toast when he bought the ticket. But Bart soon finds out where he's hiding the money and begins to blackmail him.
S21E12;2010-02-14;6.8;Boy Meets Curl;Homer and Marge become members of the U.S. Olympic curling team. At the games, Lisa becomes addicted to collecting pins, and Bart tries to save her.
S21E13;2010-02-21;6.6;The Color Yellow;While searching for an admirable ancestor for a class project, Lisa discovers the story of a relative named Eliza Simpson, who may or may not have helped a slave escape to freedom.
S21E14;2010-03-14;7.0;Postcards from the Wedge;When Bart unsuccessfully tries to play Homer and Marge against each other, he comes up with a dangerous prank that is sure to get their attention.
S21E15;2010-03-21;7.0;Stealing First Base;Bart gets Springfield Elementary School in legal trouble when he kisses the enigmatic daughter of two lawyers, while Lisa is depressed about being ostracized because she is smart.
S21E16;2010-03-28;5.7;The Greatest Story Ever D'ohed;Ned takes the Simpsons on a pilgrimage to Israel in order to try and save Homer, but soon discovers that he may not be worth saving.
S21E17;2010-04-11;6.5;American History X-cellent;Mr Burns is sent to prison for art theft, where a scary inmate introduces him to religion. Meanwhile Smithers becomes the boss at the plant, and Bart and Lisa try to share an ant farm.
S21E18;2010-04-18;6.8;Chief of Hearts;Homer and Chief Wiggum's new friendship is put to the test when the chief becomes needy after being shot, while Marge suspects that Bart may be dealing drugs.
S21E19;2010-04-25;6.8;The Squirt and the Whale;After a violent storm, Lisa tries to rally the townspeople and come to the rescue of a beached whale.
S21E20;2010-05-02;7.1;To Surveil, with Love;Springfield covers the town with surveillance cameras after Homer creates a bomb scare at the train station. Meanwhile, Lisa considers becoming a brunette so that people will take her more seriously.
S21E21;2010-05-09;7.0;Moe Letter Blues;Homer, Apu and Reverend Lovejoy all suspect that Moe may have left with one of their wives after receiving a mysterious letter, but which one is it?
S21E22;2010-05-16;7.3;The Bob Next Door;Bart is convinced that the Simpsons' new friendly, unassuming neighbor is actually Sideshow Bob in disguise.
S21E23;2010-05-23;6.5;Judge Me Tender;Moe's gruff and abrasive personality makes him the perfect hyper-critical judge, and lands him a spot on American Idol. Meanwhile, Homer makes Marge uncomfortable when he starts spending more time at home with Moe's now closed.
S22E01;2010-09-26;6.2;Elementary School Musical;While Homer and Bart accompany Krusty to Oslo so he can receive the Nobel Peace Prize, Marge enrolls Lisa for a week in performing arts camp.
S22E02;2010-10-03;6.7;Loan-a Lisa;Lisa uses the $50 she receives from Grandpa to give Nelson a microloan to jump-start his bicycle business, but soon comes to regret the decision.
S22E03;2010-10-10;6.7;MoneyBart;Lisa takes over as manager of Bart's baseball team and uses statistical analysis to build a winner, but she takes all of the fun out of it and causes Bart to quit the team.
S22E04;2010-11-07;7.1;Treehouse of Horror XXI;A Satanic board game causes other popular board games to come to life, Homer and Marge rescue a possible killer and let him on their boat, and a parody of "Twilight" where Lisa falls for a young vampire.
S22E05;2010-11-14;7.2;Lisa Simpson, This Isn't Your Life;When Lisa discovers that Marge was also a model student, she tries to find out where everything changed so that she doesn't repeat her mistakes. Meanwhile, a series of chance accidents cause Bart to replace Nelson as school bully.
S22E06;2010-11-21;6.5;The Fool Monty;After Mr. Burns finds out that he is dying, he has an accident and loses his memory, and all the townspeople use the situation to get their revenge on him.
S22E07;2010-11-28;6.3;How Munched Is That Birdie in the Window?;Bart adopts a carrier pigeon, but Santa's Little Helper eats it.
S22E08;2010-12-05;6.7;The Fight Before Christmas;Marge gets depressed when the rest of the family does not get into the holiday spirit, and she writes a letter, hoping to get some help; Mr. Burns and Moe's new friend delay the Simpsons as they attempt to travel to Hawaii for the holiday.
S22E09;2010-12-12;7.0;Donnie Fatso;Homer goes to prison after attempting to get out of a series of fines with a bribe, but agrees to a reduced sentence by informing on Fat Tony for the FBI.
S22E10;2011-01-09;6.3;Moms I'd Like to Forget;Bart sets out to uncover the origins of a sword-shaped scar on his hand; Marge reconnects with three friends she fell out with years ago.
S22E11;2011-01-16;6.7;Flaming Moe;Moe tries to keep his 'straightness' a secret when he opens a gay bar; Skinner falls for a new teacher.
S22E12;2011-01-23;6.9;Homer the Father;Homer picks up parenting advice from an 80s sitcom; Bart becomes involved in trading nuclear secrets.
S22E13;2011-02-13;6.7;The Blue and the Gray;Moe employs Homer as his wing man, only to find Homer has more luck with the ladies than he does; Marge finds her first gray hair.
S22E14;2011-02-20;7.2;Angry Dad: The Movie;Bart's "Angry Dad" character gets his own movie, but when the movie starts winning awards, Homer tries to hog all the credit.
S22E15;2011-03-06;6.6;The Scorpion's Tale;Lisa's school project leads to the discovery of a new drug that makes the elderly less cranky and more tolerable.
S22E16;2011-03-13;6.0;A Midsummer's Nice Dreams;After Tommy Chong walks away from the Cheech & Chong reunion tour, Homer goes on the road as his replacement. Meanwhile, Marge tries to help the cat lady with her hoarding problem.
S22E17;2011-03-27;6.2;Love Is a Many Strangled Thing;The tables are turned for Homer and Bart after a therapist cures Homer of his violent tendencies toward the boy.
S22E18;2011-04-10;6.8;The Great Simpsina;The family is greeted by folk singer Ewell Freestone when they visit a peach farm, but when Marge goes overboard with peach-inspired dishes, Lisa and Bart try to get rid of the unwanted fruit. Later, Lisa becomes a magician's apprentice to the legendary Great Raymondo who helps her develop her craft, but a schoolgirl crush clouds her judgment when she is coaxed into revealing the Great Raymondo's most famous magic trick to his phony archnemesis. But when the rival magician's act takes a risky turn, the Great Raymondo has one last trick up his sleeve and stages ...
S22E19;2011-05-01;6.5;The Real Housewives of Fat Tony;Selma falls in love with and marries Fat Tony, and Lisa discovers that Bart has a skill for finding truffles.
S22E20;2011-05-08;7.1;Homer Scissorhands;Homer opens his own salon after he discovers that he has skills as a hair stylist, and Lisa becomes suspicious after Millhouse gets a 5th grade girlfriend.
S22E21;2011-05-15;7.3;500 Keys;While Homer takes the Duff Blimp for a joyride, Lisa discovers a secret room in the basement of Sprinfield Elementary School.
S22E22;2011-05-22;6.9;The Ned-Liest Catch;When Krabbapple gets suspended and put into detention after hurting Bart, Bart tries to break her out, but it ends that Flanders is the one that saves her life. But soon, Ned figures out that Edna has also dated other men such as Homer, Skinner Comic Book Guy and Aerosmith drummer Joey Kramer.
S23E01;2011-09-25;7.1;The Falcon and the D'Ohman;Homer tries to befriend the new security guard at the nuclear power plant, who for some unknown reason isn't interested and keeps having flashbacks to his violent past as a government agent.
S23E02;2011-10-02;7.0;Bart Stops to Smell the Roosevelts;Superintendant Chalmers gets fired after using unconventional methods to teach Bart and his friends about Teddy Roosevelt, so the boys take over Springfield Elementary until he gets his old job back.
S23E03;2011-10-30;6.4;Treehouse of Horror XXII;Homer takes a dangerous dive into an isolated canyon on Candy Peak, but when a crashing boulder traps his arm, he channels Aron Ralston to save himself. In "The Diving Bell and Butterball," the first of three hair-raising Halloween tales, a venomous spider bite leaves Homer paralyzed, but when Lisa discovers Homer's ability to communicate through natural gases, he is able to express his love for Marge. The killer spells continue in "Dial D for Diddly," when Ned Flanders, devout preacher by day, transforms into a cold-blooded vigilante by night. In the final terrifying...
S23E04;2011-11-06;6.4;Replaceable You;Homer is betrayed by his new assistant at work and winds up working for her, and Bart and Martin create a science project that brings joy to the seniors at the Springfield Retirement Castle.
S23E05;2011-11-13;7.1;The Food Wife;Homer is worried that he is no longer the cool parent after Marge, Bart, and Lisa become foodies.
S23E06;2011-11-20;7.9;The Book Job;Homer and Bart put together a team to author the next successful tween novel franchise and make a million dollars, but discover that they need Lisa's help to pull it off.
S23E07;2011-11-27;6.6;The Man in the Blue Flannel Pants;Homer gets promoted to accounts manager at the nuclear power plant, but soon learns the job robs you of your soul. Meanwhile, Lisa introduces Bart to "Little Women."
S23E08;2011-12-04;6.1;The Ten-Per-Cent Solution;Krusty the Clown is stuck in a rut when the television network pulls his show from the air and his talent agency drops him as a client. But when the Simpsons introduce him to seasoned agent Annie, they are surprised to learn that Annie was Krusty's very first agent. Despite their rocky relationship, Annie is convinced to re-sign Krusty and craft his career comeback. But when Krusty's retro comedy show reboot is deemed a critical success, Krusty must decide to stay with his agent or side with the network executives.
S23E09;2011-12-11;8.3;Holidays of Future Passed;Thirty years in the future the Simpsons get together for Christmas. Bart and Lisa are struggling as parents to connect with their children.
S23E10;2012-01-08;6.0;Politically Inept, with Homer Simpson;Homer becomes the host of a popular political talk show, starts an "everyman" movement in Springfield, and ends up hand-picking Ted Nugent as the Republican nominee for president.
S23E11;2012-01-15;6.9;The D'oh-cial Network;Lisa creates an online social network that becomes a Springfield obsession, but later becomes a victim of user backlash.
S23E12;2012-01-29;5.8;Moe Goes from Rags to Riches;While Bart tries to regain Milhouse's friendship, Moe's bar cleaning rag tells his unlikely story of how he got to where he is today.
S23E13;2012-02-12;6.3;The Daughter Also Rises;Lisa falls for an adventurous, Hemingway-esque young boy, while Bart and Millhouse set out to bust all the myths that surround Springfield Elementary School.
S23E14;2012-02-19;6.9;At Long Last Leave;The town votes to kick the Simpsons out of Springfield, so they decide to move to the Outlands.
S23E15;2012-03-04;6.8;Exit Through the Kwik-E-Mart;Bart becomes an urban vandal and decides to use Homer as his inspiration, while Apu hits hard times when a new trendy market takes all the Kwik-E-Mart customers.
S23E16;2012-03-11;7.2;How I Wet Your Mother;The family break into Homer's dreams Inception-style after he begins wetting the bed.
S23E17;2012-03-18;6.9;Them, Robot;Mr. Burns replaces all of the nuclear plant employees with robots--except for Homer, who stays along to supervise the robots and serve as a human scapegoat.
S23E18;2012-04-15;7.1;Beware My Cheating Bart;Jimbo's girlfriend cheats on Jimbo with Bart, and Homer uses his new treadmill to catch up on a TV series about plane crash victims stranded on an island.
S23E19;2012-04-29;7.6;A Totally Fun Thing Bart Will Never Do Again;Bart gets the family to take the cruise vacation of his dreams, and then launches a fiendish plot to ensure that it goes on forever.
S23E20;2012-05-06;6.8;The Spy Who Learned Me;Homer uses his paid sick leave to improve his marriage, with the help of his imaginary friend, super-spy Stradivarius Cain. Meanwhile, Bart gets revenge on Nelson for stealing everyone's lunch money.
S23E21;2012-05-13;6.6;Ned 'N Edna's Blend Agenda;After Ned and Edna announce publicly that they were secretly married, the two clash over how to raise Rod and Todd.
S23E22;2012-05-20;4.0;Lisa Goes Gaga;After a desperate attempt by Lisa to become more popular backfires, Lady Gaga shows up in Springfield to help her with her self-esteem.
S24E01;2012-09-30;6.3;Moonshine River;The Simpsons go back to New York City so that Bart can find his old girlfriend Mary Spuckler. Meanwhile, Lisa and Marge spend the trip trying to take in New York culture on the cheap.
S24E02;2012-10-07;7.2;Treehouse of Horror XXIII;A black hole threatens to swallow Springfield, Homer tries to find the source of paranormal activity, and a "Back to the Future" parody in which Bart keeps Marge from marrying Homer.
S24E03;2012-11-04;6.8;Adventures in Baby-Getting;Marge decides that she wants another baby, but Homer doesn't want one. Meanwhile, Bart tries to figure out where Lisa is secretly going after school.
S24E04;2012-11-11;6.7;Gone Abie Gone;Homer invests Lisa's college fund on an online poker site. Meanwhile Abe disappears from the Springfield Retirement Castle.
S24E05;2012-11-18;6.3;Penny-Wiseguys;Fat Tony has to serve jury duty, and his clerk, Dan, must run the mafia while he's gone. Meanwhile, Lisa considers making a disgusting change to her diet.
S24E06;2012-11-25;6.3;A Tree Grows in Springfield;Homer becomes addicted to his new tablet computer. But when it is destroyed Homer becomes despondent, until he finds and provides hope for Springfield in the most unlikely place.
S24E07;2012-12-09;6.9;The Day the Earth Stood Cool;Homer befriends a hipster and invites his family to move in next door. However, their friendship soon sours as Springfield is transformed into a haven for "coolness."
S24E08;2012-12-16;7.2;To Cur with Love;When Homer shows no remorse over almost losing Santa's Little Helper, Grandpa tells everyone the story of Homer's childhood dog.
S24E09;2013-01-06;6.7;Homer Goes to Prep School;Homer joins the "Springfield Preppers," an off-the-grid survivalist group whose leader has set up a top-secret retreat outside of town to prepare for the end of the world.
S24E10;2013-01-13;6.9;A Test Before Trying;The fate of Springfield Elementary rests on Bart and his test scores, and Homer finds way to make money with his own parking meter.
S24E11;2013-01-27;6.4;Changing of the Guardian;Homer and Marge find the perfect young couple and ask them to be the guardians for the kids in case something happens to them.
S24E12;2013-02-10;6.2;Love Is a Many Splintered Thing;Mary Spuckler returns to Springfield and begins a relationship with Bart. However, Bart treats her with disrespect.
S24E13;2013-02-17;7.0;Hardly Kirk-ing;Bart poses Millhouse as his father so that they can do adult activities, and Homer becomes skilled at finding lost objects thanks to Highlights magazine.
S24E14;2013-03-03;6.2;Gorgeous Grampa;Homer's obsession with the TV show "Storage Battles" leads the family to discover Grampa's past identity as "Gorgeous Godfrey," the most feared, villainous man in pro-wrestling history
S24E15;2013-03-10;6.9;Black-Eyed, Please;Ned gets fed up with Homer and punches him in the eye, and Lisa is a bullying victim from her new substitute teacher.
S24E16;2013-03-17;7.0;Dark Knight Court;When Bart is accused of a prank he says he didn't commit, Lisa is forced to defend him in youth court, with former attorney general Janet Reno serving as judge.
S24E17;2013-04-14;6.4;What Animated Women Want;Homer contemplates his next move after getting in the doghouse with Marge, while Millhouse's new Stanley Kowalski-inspired persona makes him suddenly attractive to Lisa.
S24E18;2013-04-28;6.4;Pulpit Friction;Springfield gets a bedbug scare, the new assistant pastor at church appoints Homer as a deacon, and Marge loses her wedding dress.
S24E19;2013-05-05;6.7;Whiskey Business;A new makeover could put Moe in a position to make big money, Bart fails at his job of taking care of Grandpa, and Lisa fights the shameless exploitation of Bleeding Gums Murphy's likeness.
S24E20;2013-05-12;6.2;The Fabulous Faker Boy;Bart takes piano lessons from a cute Russian girl, Marge tries to teach the girl's father how to drive, and Homer loses the last of his hair.
S24E21;2013-05-19;7.0;The Saga of Carl;Homer, Moe, Lenny and Carl win the lottery, but Carl steals the ticket and leaves with the money for Iceland.
S24E22;2013-05-19;7.0;Dangers on a Train;When Marge tries to buy Homer snack cakes for their anniversary, she winds up meeting a married man who shares a common love of British television.
S25E01;2013-09-29;6.9;Homerland;Homer returns from a nuclear power convention a changed man, and Lisa begins to suspect that he has become a domestic terrorist.
S25E02;2013-10-06;6.9;Treehouse of Horror XXIV;The scariest Simpsons Halloween show yet, featuring an opening by Guillermo Del Toro.
S25E03;2013-11-03;6.4;Four Regrettings and a Funeral;While attending a funeral, Homer, Marge, Mr. Burns, and Kent Brockman recall a past regret and try to find a way to rectify the situation.
S25E04;2013-11-10;6.5;YOLO;Homer is stunned to learn he'll only live once. A pen pal from his youth helps him live that life to its fullest. Meanwhile Springfield Elementary institutes an honor code.
S25E05;2013-11-17;6.8;Labor Pains;Homer helps take care of a child that he delivered in an elevator, and Lisa tries to organize the Springfield Atoms cheerleaders against the team's greedy owner.
S25E06;2013-11-24;6.4;The Kid Is All Right;Lisa is distressed when she discovers that her new friend is a Republican, and they wind up running against each other as Springfield Elementary's second grade representative.
S25E07;2013-12-08;6.8;Yellow Subterfuge;Principal Skinner promises the students that the best-behaved can take a ride in a submarine. Bart believes his past indiscretions will be forgotten. Lisa tries to help Krusty by suggesting him to sell the foreign rights to his shows.
S25E08;2013-12-15;6.4;White Christmas Blues;When a sudden tourist spike means that the family cannot afford Christmas, the Simpsons open up their house to boarders.
S25E09;2014-01-05;7.7;Steal This Episode;Fed up with the high price of Hollywood films, Homer begins screening pirated movies in his backyard, but is busted by the FBI after Marge turns him in.
S25E10;2014-01-12;6.9;Married to the Blob;Comic Book Guy seeks romantic advice from Homer when he falls for a Japanese woman who's interested in manga.
S25E11;2014-01-26;7.1;Specs and the City;Mr. Burns' Christmas present to his employees, a pair of augmented reality glasses, places a strain on Homer and Marge's relationship. Meanwhile, Bart wrestles with giving a Valentine's Day card to Nelson.
S25E12;2014-03-09;6.3;Diggs;Bart becomes friends with a schoolmate who enjoys falconry, but turns out to be mentally disturbed.
