episode;date;rating;title;summary
S09E13;1998-02-08;8.3;The Joy of Sect;An evil cult called the Movementarians brainwashes the citizens of Springfield and it's up to Marge to get them back.
S09E14;1998-02-15;8.2;Das Bus;While the kids become stranded on a desert island, Homer attempts to cash in on the Internet.
S09E15;1998-02-22;7.4;The Last Temptation of Krust;After a disastrous performance, Krusty changes his image and becomes an edgy stand-up.
S09E16;1998-03-01;7.6;Dumbbell Indemnity;Homer and Moe attempt insurance fraud so that Moe can support his new girlfriend. When Homer ends up in jail, Moe has to decide whether or not to come forward.
S09E17;1998-03-08;8.0;Lisa the Simpson;Lisa fears she is losing her intelligence when she learns about the fabled Simpson gene. Meanwhile, Jasper freezes himself in the Kwik-E-Mart freezer.
S09E18;1998-03-22;7.8;This Little Wiggy;Bart is reluctant to hang out with Ralph Wiggum, until he gains access to Chief Wiggum's master key to the city.
S09E19;1998-03-29;8.1;Simpson Tide;Homer causes an international incident after he joins the Naval reserves.
S09E20;2007-06-07;7.8;The Trouble with Trillions;Homer is forced to spy for the IRS after an audit. But when he is asked to retrieve a trillion dollar bill from Mr. Burns, he switches sides and the two flee to Cuba for refuge.
S09E21;1998-04-19;7.8;Girly Edition;Bart and Lisa become locked in competition when they anchor a children's news program; Homer adopts a helper monkey.
S09E22;1998-04-26;8.4;Trash of the Titans;Homer becomes the sanitation commissioner for Springfield. His ineptitude pollutes the town and leads to a drastic solution.
S09E23;1998-05-03;8.2;King of the Hill;After humiliating Bart at a church picnic, Homer resolves to get in shape. Soon, he is contacted by an energy bar company that wants him to climb a mountain as a promotion.
S09E24;1998-05-10;7.7;Lost Our Lisa;Lisa gets lost after she tries to take a bus to a museum.
S09E25;1998-05-17;8.0;Natural Born Kissers;Homer and Marge's attempt to spice up their marriage leads to the couple being chased naked through Springfield.
S10E01;1998-08-23;7.6;Lard of the Dance;Homer and Bart try to start their own grease business; Lisa organizes a school dance.
S10E02;1998-09-20;8.1;The Wizard of Evergreen Terrace;Homer's midlife crisis leads to a disastrous attempt at being an inventor.
S10E03;1998-09-27;7.6;Bart the Mother;When Bart accidentally kills a mother bird, he tries to make amends by raising the eggs.
S10E04;1998-10-25;8.0;Treehouse of Horror IX;Homer receives an evil hair transplant; Bart and Lisa get trapped in an Itchy and Scratchy cartoon; Maggie is revealed to be an alien.
S10E05;1998-11-08;7.2;When You Dish Upon a Star;Homer becomes a Hollywood insider when he befriends Alec Baldwin and Kim Basinger.
S10E06;1998-11-15;7.5;D'oh-in' in the Wind;Homer becomes a hippie after a revelation about his middle name.
S10E07;1998-11-22;8.1;Lisa Gets an 'A';When Lisa cheats on a test, she has a moral crisis when her perfect score qualifies the school for grant money; Homer adopts a lobster as a pet.
S10E08;1998-12-06;7.3;Homer Simpson in: 'Kidney Trouble';Homer gets cold feet before a transplant operation which could save Grampa's life.
S10E09;1998-12-20;8.1;Mayored to the Mob;Homer deals with corruption when he becomes Mayor Quimby's bodyguard.
S10E10;1999-01-10;7.8;Viva Ned Flanders;When Homer takes Ned to Las Vegas in an attempt to get him to loosen up, the two end up drunkenly marrying a pair of cocktail waitresses.
S10E11;1999-01-17;7.7;Wild Barts Can't Be Broken;The children of Springfield revolt after a curfew is enforced.
S10E12;1999-01-31;7.0;Sunday, Cruddy Sunday;Homer and his friends head to the Super Bowl, but are forced to sneak in when they discover their tickets are counterfeit.
S10E13;1999-02-07;7.7;Homer to the Max;Homer changes his name to "Max Power" after discovering that he shares his name with a dimwitted TV character.
S10E14;1999-02-14;7.3;I'm with Cupid;The husbands of Springfield plot revenge after Apu outshines them on Valentine's Day.
S10E15;1999-02-21;7.3;Marge Simpson in: 'Screaming Yellow Honkers';Marge's new SUV gives her a potent case of road rage.
S10E16;1999-02-28;7.5;Make Room for Lisa;Lisa feels that her relationship with her father will never be close, and she develops stress-induced stomach pains; Marge inadvertently knocks out Milhouse.
S10E17;1999-03-28;7.7;Maximum Homerdrive;Homer takes Bart with him on a cross-country delivery on behalf of a trucker who died before completing it; Marge and Lisa experience problems with their new novelty doorbell.
S10E18;1999-04-04;7.3;Simpsons Bible Stories;Three famous religious stories are retold Simpsons style as the family nods off at church.
S10E19;1999-04-11;7.6;Mom and Pop Art;Homer becomes the talk of the Springfield art community when a failed barbecue pit he worked on is mistaken for an art project.
S10E20;1999-04-25;7.3;The Old Man and the 'C' Student;Bart is punished with community service at the Retirement Castle after he ruins Springfield's chances of hosting the Olympics.
S10E21;1999-05-02;7.1;Monty Can't Buy Me Love;When a wealthy man moves to Springfield, Mr. Burns begins to feel that he is losing his grasp on the citizens and decides to enlist the help of Homer.
S10E22;1999-05-09;7.3;They Saved Lisa's Brain;Lisa is invited to join the Springfield chapter of MENSA and after Mayor Quimby flees, the group ends up running the city. Meanwhile, Homer poses for a series of erotic photos.
S10E23;1999-05-16;8.0;Thirty Minutes Over Tokyo;The Simpsons must perform on a Japanese game show after Homer loses their money on a vacation.
S11E01;1999-09-26;7.3;Beyond Blunderdome;Convinced he's the only man with guts to tell him the truth, Mel Gibson insists Homer accompanies him in Hollywood to help fix his newest film project.
S11E02;1999-10-03;7.5;Brother's Little Helper;Bart is put on medication to control his behavior, but the pills cause him to become paranoid and insane.
S11E03;1999-10-24;7.6;Guess Who's Coming to Criticize Dinner?;When Homer is hired as a local food critic by a newspaper in Springfield, he finds himself in deep trouble after his reviews turn out to be too critical.
S11E04;1999-10-31;7.8;Treehouse of Horror X;The Simpsons attempt to cover up their accidental murder of Ned Flanders. Bart and Lisa acquire super powers. An electronic apocalypse threatens Springfield.
S11E05;1999-11-07;7.8;E-I-E-I-(Annoyed Grunt);Homer cowards out of a pistol-duel and hides out with the rest of the family on a country farm.
S11E06;1999-11-14;7.3;Hello Gutter, Hello Fadder;Homer becomes a minor celebrity around Springfield after bowling a perfect game.
S11E07;1999-11-21;7.0;Eight Misbehavin';Apu struggles with fatherhood after Manjula gives birth to octuplets.
S11E08;1999-11-28;7.1;Take My Wife, Sleaze;Homer's attempt at creating a motorcycle gang attracts a real gang, who kidnap Marge.
S11E09;1999-12-19;7.3;Grift of the Magi;A toy company purchases Springfield Elementary and uses the student body as a focus group for their new Christmas toy Funzo.
S11E10;2000-01-09;7.4;Little Big Mom;Lisa finds out how rough Marge has it when her mom is in traction and she becomes the woman of the house. Homer and Bart's antics get her so worked up she conspires to teach them a lesson.
S11E11;2000-01-16;6.9;Faith Off;Bart is led to believe he has special healing powers after a tent revival.
S11E12;2000-01-23;7.3;The Mansion Family;Homer receives responsibility for Mr. Burns' mansion when he is on leave and takes Burns' yacht to international waters to have a party.
S11E13;2000-02-06;6.5;Saddlesore Galactica;The Simpsons get an abused horse and make him a contender in horse racing. Homer finds out a secret conspiracy about jockeys. Lisa tries to reach President Clinton when the results of a school band talent competition seem tainted.
S11E14;2000-02-13;7.7;Alone Again, Natura-Diddly;Ned deals with his grief after Maude's untimely death.
S11E15;2000-02-20;7.3;Missionary: Impossible;When Homer is wanted dead for reneging on a 10,000 dollar pledge to PBS, Reverend Lovejoy sets him up for missionary work in the South Pacific until the heat dies down.
S11E16;2000-02-27;7.3;Pygmoelian;Plastic surgery not only transforms Moe the Bartender from ugly to hunky, it helps gets him a job on a hit daytime drama.
S11E17;2000-03-19;7.1;Bart to the Future;Bart gets a glimpse of the future while the family is on vacation at an Indian casino.
S11E18;2000-04-09;7.4;Days of Wine and D'oh'ses;Homer doesn't like it when Barney quits drinking; Bart and Lisa get into trouble when they enter a photo contest for the new phone book cover.
S11E19;2000-04-30;6.6;Kill the Alligator and Run;Fearing he only has three years to live, Homer takes the family on a vacation to Florida, where they become fugitives after seemingly killing a famous alligator.
S11E20;2000-05-07;7.1;Last Tap Dance in Springfield;Lisa has difficulties learning to tap dance; Bart and Milhouse ditch summer camp to spend a week living in the mall.
S11E21;2000-05-14;7.2;It's a Mad, Mad, Mad, Mad Marge;Everybody loves the new Simpsons' house guest Becky. Except Marge, who thinks Becky wants to kill her.
S11E22;2000-05-21;7.9;Behind the Laughter;Fans are invited to take a behind-the-scenes look at "The Simpsons," revisiting some of the most memorable experiences the family has been through.
S12E01;2000-11-01;7.6;Treehouse of Horror XI;Homer must do one good deed to get into Heaven; Bart and Lisa encounter a witch in a gingerbread house; Super-intelligent dolphins strike back at humanity.
S12E02;2000-11-05;7.4;A Tale of Two Springfields;Springfield is split in two when Homer revolts because his area code is changed; the new town walls itself off from the neighbors.
S12E03;2000-11-12;7.0;Insane Clown Poppy;After he learns he has a daughter, Krusty turns to Homer for parenting advice.
S12E04;2000-11-19;7.2;Lisa the Treehugger;Lisa's crush on an environmental activist inspires her to live in a tree threatened by loggers.
S12E05;2000-11-26;7.0;Homer vs. Dignity;Desperate for money, Homer accepts payment from Mr. Burns in exchange for humiliating himself.
S12E06;2000-12-03;7.7;The Computer Wore Menace Shoes;Homer's gossip website becomes a huge hit, but when his information runs out he resorts to making up news.
S12E07;2000-12-10;7.3;The Great Money Caper;The whole town of Springfield conspires to teach Homer and Bart a lesson after the pair begin running confidence scams.
S12E08;2000-12-17;7.9;Skinner's Sense of Snow;A freak blizzard traps the students of Springfield Elementary inside their school. Their lives at stake, they are at the mercy of the rescue efforts of a woozy Homer and Ned.
S12E09;2001-01-07;8.1;HOMR;An X-ray reveals a crayon lodged in Homer's brain. After the crayon is removed, Homer experiences a sudden surge in intelligence, making him closer to Lisa and isolated from his friends.
S12E10;2001-01-14;7.1;Pokey Mom;Marge befriends a convict with an artistic streak. Meanwhile, Homer battles the chiropractic industry after he creates a miracle back pain cure.
S12E11;2001-02-04;7.4;Worst Episode Ever;Bart and Milhouse are left in charge of the comic book store after Comic Book Guy is hospitalized.
S12E12;2001-02-11;6.8;Tennis the Menace;Homer installs a tennis court in the backyard, but his lousy playing creates a rift in the family.
S12E13;2001-02-18;7.1;Day of the Jackanapes;When a new television game show grows in popularity and begins to draw away Krusty's TV audience e decided to retire from the television business.
S12E14;2001-02-25;7.2;New Kids on the Blecch;A music producer offers Bart and his friends a chance to participate in an up-and-coming boyband, but the boys are not up to it after making a discovery.
S12E15;2001-03-04;7.5;Hungry Hungry Homer;Homer is forced to go on a hunger strike by the Springfield Isotopes after uncovering a secret plan to have the baseball team moved to New Mexico.
S12E16;2001-03-11;6.7;Bye Bye Nerdy;Problems with a bully lead Lisa to examine just what makes bullies aggressive. Meanwhile, Homer gets into the baby-proofing business.
S12E17;2001-04-01;6.8;Simpson Safari;The Simpsons win a trip to Africa after Homer finds a golden animal cracker from the 60's in the loft.
S12E18;2001-04-29;8.6;Trilogy of Error;Homer's rush to the hospital to re-attach his severed thumb, Lisa's rush to school to win the science fair, and Bart's run-in with an illegal fireworks scheme interconnect from their point of view.
S12E19;2001-05-06;7.2;I'm Goin' to Praiseland;With Homer's help, Flanders tries to establish a Christian theme park based on drawings in Maude's sketch book.
S12E20;2001-05-13;7.2;Children of a Lesser Clod;After a debilitating injury forces him to stay indoors, Homer begins a daycare center.
S12E21;2001-05-20;6.9;Simpsons Tall Tales;A hobo tells the Simpsons tall tales on a train ride to Delaware. In the first story, Homer is outcast from society as Paul Bunyan. Then, Lisa travels the country planting trees as Connie Appleseed. Finally, Bart and Nelson raft down the Mississippi as Tom Sawyer and Huck Finn.
S13E01;2001-11-06;7.6;Treehouse of Horror XII;A gypsy puts a curse on Homer; The Simpsons' new automated house malfunctions and tries to kill Homer; Bart and Lisa attend a school for wizards.
S13E02;2001-11-11;7.1;The Parent Rap;After Bart takes a joyride in a police car, a judge orders him to be tethered to Homer at all times.
S13E03;2001-11-18;7.1;Homer the Moe;Homer and his friends are forced to drink in the Simpsons' garage after Moe the Bartender renovates his shady bar into a hipster hangout.
S13E04;2001-12-02;7.1;A Hunka Hunka Burns in Love;Mr. Burns falls in love with a younger woman and recruits Homer to help him impress her.
S13E05;2001-12-09;7.6;The Blunder Years;A hypnotist uncovers a traumatic experience from Homer's childhood.
S13E06;2001-12-16;7.1;She of Little Faith;Homer and Bart get careless with a model rocket and accidentally do damage to Springfield's church, but when Mr. Burns offers to commercialize it to repair the destruction, Lisa leaves Christianity behind to become a Buddhist.
S13E07;2002-01-06;6.8;Brawl in the Family;A social services officer brings unity to the Simpson family, but their newfound happiness is threatened when the cocktail waitress Homer married in Vegas shows up at their door.
S13E08;2002-01-20;6.9;Sweets and Sour Marge;Marge rallies for a ban on sugar after Springfield is declared America's fattest city.
S13E09;2002-01-27;7.3;Jaws Wired Shut;Marge can't deal with the quiet after Homer has his jaws wired shut.
S13E10;2002-02-10;7.3;Half-Decent Proposal;Marge's high school sweetheart Artie Ziff returns and offers Homer a million dollars to spend a weekend with Marge.
S13E11;2002-02-17;7.0;The Bart Wants What It Wants;Bart breaks up with his new girlfriend Greta, but gets jealous when she begins dating Milhouse.
S13E12;2002-02-24;6.5;The Lastest Gun in the West;Bart meets a retired cowboy movie star and convinces him to make a comeback on The Krusty the Clown Show.
S13E13;2002-03-10;6.5;The Old Man and the Key;Abe gets his driver's license back to impress a new woman at the retirement home.
S13E14;2002-03-17;7.2;Tales from the Public Domain;Homer reads three stories from an overdue library book, imagining himself as Odysseus, Lisa as Joan of Arc and Bart as Hamlet.
S13E15;2002-03-31;7.0;Blame It on Lisa;Lisa sponsors an orphan in Brazil, and when he goes missing she convinces the family to go to Brazil to find him. While there, Homer is kidnapped.
S13E16;2002-04-07;7.7;Weekend at Burnsie's;After a traumatizing eye injury, Homer becomes a habitual user of medical marijuana.
S13E17;2002-04-21;5.4;Gump Roast;In this clip show, the citizens of Springfield honor Homer Simpsons with a Roast, but the festivities take a turn for the worst when aliens crash it.
S13E18;2002-04-28;7.7;I Am Furious Yellow;Bart's comic about Homer becomes a hit on-line, prompting Homer to attempt to control his anger.
S13E19;2002-05-05;6.8;The Sweetest Apu;Apu's marriage is on the rocks after Manjula finds out he cheated on her.
S13E20;2002-05-12;7.1;Little Girl in the Big Ten;Lisa pretends to be a college student when she befriends two college girls; Bart is forced to live in a plastic bubble after being bit by a mosquito.
S13E21;2002-05-19;7.0;The Frying Game;Homer and Marge find themselves on death row after they are framed for murder.
S13E22;2002-05-22;7.8;Papa's Got a Brand New Badge;Homer becomes chief of police after a scandal forces Wiggum out.
S14E01;2002-11-03;7.6;Treehouse of Horror XIII;Homer clones himself with a magic hammock; Zombie cowboys come back from the dead after Springfield bans guns; The Simpsons family take a vacation on an island where Dr. Hibbert can turn people into animals.
S14E02;2002-11-10;7.4;How I Spent My Strummer Vacation;When Homer is secretly videotaped complaining about his family in a taxi, they send him off to a rock and roll fantasy camp so he can try to live his dream.
S14E03;2002-11-17;7.1;Bart vs. Lisa vs. 3rd Grade;Bart and Lisa are respectively held back and moved forward one grade, putting them in the same class.
S14E04;2002-11-24;7.1;Large Marge;Marge accidentally gets breast implants.
S14E05;2002-12-01;6.7;Helter Shelter;The Simpsons family must participate in a reality television show in which they try to live in the same way that the families did in the 1800s.
S14E06;2002-12-15;7.3;The Great Louse Detective;Homer has to use Sideshow Bob in order to track down a potential assassin.
S14E07;2003-01-05;7.0;Special Edna;After Skinner once again has let Mrs. Krabappel down, Bart takes her to the cinema. To cheer her up, Bart nominates Krabappel for the 'teacher of the year' award. The nominations is accepted, and soon the Simpsons family and Mrs. Krabappel are going to the award ceremony in Orlando, Florida, where Skinner tries to get back Krabappel by asking her to marry him.
S14E08;2003-01-12;7.3;The Dad Who Knew Too Little;Homer hires a private detective to learn more about Lisa.
S14E09;2003-02-02;6.8;The Strong Arms of the Ma;Marge takes up body-building to boost her self-esteem after being mugged at the Kwik-E-Mart.
S14E10;2003-02-09;6.8;Pray Anything;Homer turns to religion to help him get what he wants, and is soon awarded the church in an injury settlement. Homer then turns the church into his personal party pad, and Reverend Lovejoy leaves Springfield to wallow in its hedonism.
S14E11;2003-02-16;6.7;Barting Over;After finding out Homer squandered his money from a baby commercial, Bart moves out into a loft, and meets skateboarding legend Tony Hawk.
S14E12;2003-02-16;7.2;I'm Spelling as Fast as I Can;Lisa participates in the Spellympics, but Homer is busy traveling cross-country as Krusty Burger test-markets a new sandwich. Lisa is confident that she will win, until she learns that the contest is rigged against her.
S14E13;2003-03-02;6.9;A Star Is Born Again;Ned Flanders starts dating a famous movie star, but has difficulties with the tabloids following them everywhere.
S14E14;2003-03-09;6.8;Mr. Spritz Goes to Washington;The family makes Krusty run for Congress because of air traffic being redirected to fly dangerously close to their house.
S14E15;2003-03-16;7.1;C.E.D'oh;Homer takes over the power plant after tricking Mr. Burns into making him the official owner of the power plant.
S14E16;2003-03-30;7.1;'Scuse Me While I Miss the Sky;Lisa becomes interested in astronomy and starts fighting the light pollution which is preventing her from being able to enjoy her new hobby.
S14E17;2003-04-13;7.2;Three Gays of the Condo;When Homer finds an old note revealing Marge only married him because she was pregnant with Bart, he moves into a condo with two gay guys.
S14E18;2003-04-27;6.9;Dude, Where's My Ranch?;Homer writes a Christmas carol called "Everybody Hates Ned Flanders," which soon becomes so popular that the family decides to leave town for a while.
S14E19;2003-05-04;6.7;Old Yeller-Belly;Homer throws out Santa's Little Helper for not saving him from a fire, but soon the dog becomes Duff's new mascot.
S14E20;2003-05-11;6.7;Brake My Wife, Please;Because of Homer losing his driver's license, Marge has to drive everyone everywhere, which is so stressful for her that she accidentally runs over Homer leading to the two seeing a marriage counselor.
S14E21;2003-05-18;6.6;The Bart of War;Bart and Milhouse are forced into community service after destroying Flanders' memorial and join separate community groups, pitting themselves against each other.
S14E22;2003-05-18;7.6;Moe Baby Blues;After saving Maggie's life, Moe develops a special bond with her, much to Homer's dismay.
S15E01;2003-11-02;7.5;Treehouse of Horror XIV;First, Homer kills the Grim Reaper and takes his place in Reaper Madness. Then, Professor Frink's father is revived, only to kill people and steal their organs in Frinkenstein. Finally, Bart and Milhouse get a stop watch that can stop time in Stop the World, I Want To Goof Off.
S15E02;2003-11-09;7.2;My Mother the Carjacker;Homer's mother returns to Springfield, and the city pardons her from the charges against her. Mr Burns is furious about this and makes a plan to get Mona Simpson in prison.
S15E03;2003-11-16;6.9;The President Wore Pearls;Lisa feuds with Principal Skinner after being elected school president.
S15E04;2003-11-23;7.0;The Regina Monologues;Prime minister Tony Blair welcomes the Simpsons to England where they run into author J.K. Rowling and actor Ian McKellen.
S15E05;2003-11-30;7.1;The Fat and the Furriest;At the dump Homer is videotaped while being attacked by a bear. The town regards him a coward, so Homer decides to strike back at the bear.
S15E06;2003-12-07;6.4;Today, I Am a Clown;Krusty decides to do what he never did when he was thirteen years old - have a Bar Mitzvah.
S15E07;2003-12-14;7.1;'Tis the Fifteenth Season;After spending all his money on an expensive gift for himself, and the family thinking he should be less of an egoist, Homer decides to change his ways.
S15E08;2004-01-04;6.6;Marge vs. Singles, Seniors, Childless Couples and Teens and Gays;A concert for babies ends in a riot, so the childless adults of Springfield gather to make the town less child-friendly.
S15E09;2004-01-11;7.3;I, (Annoyed Grunt)-Bot;Homer pretends to be a robot and competes in Robot Wars to win Bart's affection; Lisa has cat trouble.
S15E10;2004-01-25;7.2;Diatribe of a Mad Housewife;Marge is inspired to write a novel, but the storyline of the book (a fat, mean husband, and a handsome, sweet neighbor) makes Homer jealous.
S15E11;2004-02-08;7.1;Margical History Tour;Marge tells Lisa, Bart and Millhouse three history stories because the library doesn't have any.
S15E12;2004-02-15;7.2;Milhouse Doesn't Live Here Anymore;Milhouse moves to Capitol City, and therefore Lisa and Bart become best friends.
S15E13;2004-02-22;7.1;Smart & Smarter;When Maggie is revealed to have an IQ of 167, Lisa is no longer the genius of the family, causing a rivalry between the sisters.
S15E14;2004-03-14;6.7;The Ziff Who Came to Dinner;Artie Ziff is discovered hiding out in the Simpsons' attic.
S15E15;2004-03-21;6.7;Co-Dependent's Day;Marge takes up heavy drinking to spend more time with Homer. Bart and Lisa confront a famous movie director about the drop in quality his films have taken.
S15E16;2004-03-28;7.0;The Wandering Juvie;After playing a prank on the whole town, Bart is sentenced to six months of juvenile detention. There he meets Gina, who forces Bart to escape with her.
S15E17;2004-04-18;6.6;My Big Fat Geek Wedding;Mrs. Krabapel falls for Comic Book Guy and they plan a Star Trek like wedding. Principal Skinner plans to prevent it.
S15E18;2004-04-25;7.1;Catch 'Em If You Can;Homer and Marge try to have a vacation without the kids but Bart and Lisa follow them everywhere they go.
S15E19;2004-05-02;7.3;Simple Simpson;Homer becomes a costumed vigilante who uses pies for weapons after witnessing Lisa get humiliated at a competition at the state fair.
S15E20;2004-05-09;7.2;The Way We Weren't;Marge and Homer find out that they actually kissed each other at age 10 without knowing they were each other's first kisses, and tell the story about this.
S15E21;2004-05-16;6.3;Bart-Mangled Banner;An accidental photo showing Bart mooning the American flag makes the Simpsons the most hated family in town.
S15E22;2004-05-23;7.2;Fraudcast News;After Mr. Burns is erroneously reported as dead, he buys all of he media outlets in order to prevent them from writing scathing articles about him.
S16E01;2004-11-07;7.4;Treehouse of Horror XV;Ned gains the power to foresee people's deaths; Maggie is shrunk inside a vitamin capsule and swallowed; Eliza Simpson and her sidekick hunt down a murderer.
S16E02;2004-11-14;6.9;All's Fair in Oven War;Homer buys Marge a new kitchen, and Marge likes cooking in the new kitchen so much she attends the Ovenfresh Bakeoff.
S16E03;2004-11-21;7.2;Sleeping with the Enemy;Because she thinks her own children do not appreciate her anymore, Marge becomes a mother figure for Nelson.
S16E04;2004-12-05;6.5;She Used to Be My Girl;Marge becomes jealous when Lisa begins idolizing her old high school friend, Chloe Talbot, a famous reporter.
S16E05;2004-12-12;7.0;Fat Man and Little Boy;Bart begins designing T-shirt slogans, and his T-shirts become very popular among the citizens of Springfield.
S16E06;2005-01-16;7.2;Midnight Rx;Homer goes to Canada with Apu and Ned to purchase Grampa's medication, but the three have problems getting home because the border guard thinks Apu is a terrorist.
S16E07;2005-01-30;6.9;Mommie Beerest;Homer gives Moe an enormous amount of money so he doesn't have to close down.
S16E08;2005-02-06;6.3;Homer and Ned's Hail Mary Pass;A video of Homer dancing becomes so popular that all major sports players hires Homer to design celebration dances for them.
S16E09;2005-02-13;6.6;Pranksta Rap;Bart went to a rap concert Marge told him not to go to. In order to avoid punishment from Marge, he makes Marge and Homer believe he has been kidnapped.
S16E10;2005-02-20;6.9;There's Something About Marrying;A townsperson comes out of the closet when Springfield legalized same-sex marriages in a plot to bolster tourism; Homer uses the Internet to become a minister.
S16E11;2005-03-06;6.7;On a Clear Day I Can't See My Sister;After bullying her, Bart is restricted by court order to come too close to Lisa.
S16E12;2005-03-13;7.0;Goo Goo Gai Pan;Selma decides to adopt a child, so the whole family goes to China.
S16E13;2005-03-20;6.8;Mobile Homer;After a garage-cleaning accident, Marge wants Homer to get life insurance. Instead, the family gets an RV.
S16E14;2005-04-03;6.8;The Seven-Beer Snitch;Springfield builds an opera house, but since no-one attends it they convert it into a prison. Old and forgotten laws are used to fill the prison, and therefore Homer goes to jail for kicking a can five times in a row. In jail, Homer becomes a snitch
S16E15;2005-04-17;7.3;Future-Drama;Bart and Lisa see into the future where their lives have changed.
S16E16;2005-05-01;7.5;Don't Fear the Roofer;Homer meets a new friend, Ray the Roofer, but gets confined to a mental institution when his friends and family think he made him up.
S16E17;2005-05-01;7.1;The Heartbroke Kid;Bart starts living on food from the new candy machine in school only, but he becomes so overweight that he has to go to a fat camp.
S16E18;2005-05-08;6.7;A Star Is Torn;Lisa attends a singing competition for children, and Homer becomes her manager because of his skill to write songs that the crowd loves.
S16E19;2005-05-08;7.2;Thank God It's Doomsday;Homer hears about the Rapture, and by using numerology to calculate when the Rapture is coming he learns that it is only one week away.
S16E20;2005-05-15;7.1;Home Away from Homer;After Homer humiliates Ned Flanders, Ned, Rod, and Todd decides to leave Springfield and live in Humbleton, Pennsylvania.
S16E21;2005-05-15;7.3;The Father, the Son, and the Holy Guest Star;Bart is expelled from Springfield Elementary, and Bart is therefore enrolled in St. Jerome's Catholic School.
S17E01;2005-09-11;6.2;The Bonfire of the Manatees;When Marge leaves Homer because he allowed an adult movie being shot in their house, she seeks self fulfillment in protecting manatees.
S17E02;2005-09-18;6.8;The Girl Who Slept Too Little;A new cemetery right outside the window of Lisa's room makes Lisa suffer from many sleepless nights.
S17E03;2005-09-25;6.9;Milhouse of Sand and Fog;When Kirk and Luann van Houten plan to get back together, Milhouse realizes they are too interested in each other, so he and Bart try to break them up, only for the plan to backfire and cause Homer and Marge to break up yet again.
S17E04;2005-11-06;7.3;Treehouse of Horror XVI;An android son replaces Bart; Homer and friends are the quarry in Mr. Burns' hunting tournament; a witch turns townsfolk into their Halloween costumes.
S17E05;2005-11-13;6.9;Marge's Son Poisoning;Marge and Bart start spending more time together, and make a tradition of cycling to a tea house in a small village outside Springfield.
S17E06;2005-11-20;6.8;See Homer Run;When a recall election puts Mayor Quimby's job up for grabs, Homer seizes the opportunity to win office and gain his daughter's love.
S17E07;2005-11-27;6.6;The Last of the Red Hat Mamas;Milhouse tutors Lisa in Italian, and Marge joins the Cheery Red Tomatoes, a group that plans to rob Mr. Burns of one million dollars worth of Fabergé eggs.
S17E08;2005-12-11;7.1;The Italian Bob;The Simpsons become lost in Italy, finding their way to a small town that Sideshow Bob has become the mayor of.
S17E09;2005-12-18;6.8;Simpsons Christmas Stories;Homer tells the tale of the first Christmas ever, while Grandpa pursues his decade-old feud with Santa.
S17E10;2006-01-08;6.6;Homer's Paternity Coot;When a frozen mailman from the 60's is found in a Springfield glacier, doubts arise about whether Abe really is Homer's father.
S17E11;2006-01-29;6.9;We're on the Road to D'ohwhere;When Homer is on his way to Vegas to meet up with his friends, he has to make a detour to take Bart to an education camp. Meanwhile, Marge has discovered a surprising source of income.
S17E12;2006-02-26;6.5;My Fair Laddy;Bart and Lisa bet whether Lisa can turn Groundskeeper Willie into a proper gentleman.
S17E13;2006-03-12;7.6;The Seemingly Never-Ending Story;In this story within a story within a story within a story, a cave-exploring expedition, an angry sheep and a lovestruck Moe become inextricably entwined.
S17E14;2006-03-19;7.0;Bart Has Two Mommies;Marge starts babysitting the Flanders boys, leading Homer to spend more time with Bart and Lisa. Bart gets kidnapped by a lonely movie chimpanzee.
S17E15;2006-03-26;6.5;Homer Simpson, This Is Your Wife;As part of a new Fox show, the Simpsons participate in a wife-swap.
S17E16;2006-04-02;6.3;Million Dollar Abie;After blowing Springfield's chances for an NFL franchise, Grandpa goes to an assisted-suicide center, then becomes a bullfighter.
S17E17;2006-04-09;7.2;Kiss Kiss, Bang Bangalore;Homer gets sent to India when the power plant is relocated there. Selma and Patty kidnap Richard Dean Anderson after he spurns their MacGyver fan club.
S17E18;2006-04-23;6.7;The Wettest Stories Ever Told;While waiting for the dinner at the Frying Dutchman, the family starts telling three stories about ships: "Journey on the Mayflower", "Mutiny on the Bounty", and "The Neptune Adventure".
S17E19;2006-04-30;7.1;Girls Just Want to Have Sums;Springfield Elementary is divided into two separate schools (one for boys, one for girls) following Principal Skinner's demotion. Concerned that the boys are receiving a higher standard of education, Lisa disguises herself as a boy.
S17E20;2006-05-07;6.7;Regarding Margie;After hitting her head on a stool Marge suffers from amnesia. Slowly but surely memories are starting to come back, except memories about Homer.
S17E21;2006-05-14;7.1;The Monkey Suit;After seeing a museum exhibit on evolution, in which creation is labeled a myth, an outraged Ned Flanders teams with Reverend Lovejoy to blackmail Principal Skinner into requiring creationism to be taught in classrooms, eventually at the expense of any mention of evolution. Lisa becomes outraged herself, and forms a student organization to teach evolution, leading to a creationism vs. evolution trial, a la Inherit the Wind.
S17E22;2006-05-21;6.4;Homer and Marge Turn a Couple Play;Marge and Homer try their luck at celebrity marriage counselling.
S18E01;2006-09-10;7.6;The Mook, the Chef, the Wife and Her Homer;When Fat Tony has to take a time-out due to a whacking attempt, Homer and Bart take over the business.
S18E02;2006-09-17;6.7;Jazzy & The Pussycats;Lisa becomes depressed when Bart becomes a better jazz musician than her. So she decides to set up an animal shelter in the Simpsons' attic.
